Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST01239,34,149582,678500,826,12,No
CUST01240,28,36322,948043,809,24,No
CUST01241,57,130277,243743,556,24,No
CUST01242,50,111570,129392,827,48,No
CUST01243,38,125841,497724,841,36,No
CUST01244,25,61344,864854,531,48,No
CUST01245,24,58847,902283,635,24,Yes
CUST01246,52,146711,260416,812,48,No
CUST01247,52,39212,200861,776,48,No
CUST01248,27,144617,513031,632,12,Yes
CUST01249,25,99887,812886,628,48,Yes
CUST01250,52,44510,734578,827,12,No
CUST01251,45,59922,208971,668,48,No
CUST01252,53,117747,858442,751,48,No
CUST01253,25,95795,286817,501,48,No
CUST01254,51,40886,644798,774,36,No
CUST01255,40,77509,107875,823,12,No
CUST01256,42,35545,932042,735,36,No
CUST01257,32,97676,91241,696,24,No
CUST01258,45,142500,161954,822,36,No
CUST01259,49,121380,248667,571,12,No
CUST01260,58,56258,562997,699,12,No
CUST01261,40,90494,609876,730,12,Yes
CUST01262,24,69265,876045,521,48,No
CUST01263,54,85079,761016,774,24,No
CUST01264,35,146217,125532,518,24,No
CUST01265,22,86763,698410,523,24,No
CUST01266,29,26882,230616,823,12,No
CUST01267,27,84793,690916,587,60,Yes
CUST01268,27,39965,571292,804,60,No
CUST01269,33,80864,403729,847,48,No
CUST01270,57,96550,194000,664,24,No
CUST01271,58,47734,401801,532,12,No
CUST01272,47,47026,780119,689,60,No
CUST01273,36,146330,660256,520,24,Yes
CUST01274,60,74300,865437,580,12,No
CUST01275,26,25832,57574,591,12,No
CUST01276,58,141249,347514,713,48,No
CUST01277,34,43754,720905,638,60,Yes
CUST01278,36,147957,233027,812,12,No
CUST01279,52,105222,142296,821,36,No
CUST01280,21,98100,297085,598,12,No
CUST01281,27,106123,429481,776,60,No
CUST01282,34,61231,105646,599,12,No
CUST01283,51,90210,234888,581,12,Yes
CUST01284,44,62363,269770,722,36,No
CUST01285,50,30677,159493,526,60,No
CUST01286,22,88577,589915,559,12,No
CUST01287,49,102687,657924,666,48,No
CUST01288,41,55154,866814,556,36,Yes
CUST01289,36,121698,482637,602,48,No
CUST01290,25,86733,663513,748,12,No
CUST01291,30,53333,689037,732,24,No
CUST01292,29,84996,804787,599,36,No
CUST01293,33,69025,183391,516,60,Yes
CUST01294,29,39563,943021,738,48,No
CUST01295,42,53816,979467,651,60,No
CUST01296,60,143695,228190,795,60,No
CUST01297,26,78961,948602,767,48,No
CUST01298,34,102539,546489,736,36,Yes
CUST01299,48,121492,964985,626,24,No
CUST01300,58,54151,985143,802,24,No
CUST01301,21,79758,96372,520,48,No
CUST01302,53,29406,496376,771,48,No
CUST01303,27,84302,569344,623,12,No
CUST01304,21,115853,817333,708,24,No
CUST01305,39,56334,729099,546,12,Yes
CUST01306,40,46207,787468,735,60,No
CUST01307,22,84616,536288,570,48,No
CUST01308,44,107157,536849,824,12,No
CUST01309,25,75446,986833,670,60,Yes
CUST01310,48,123682,332894,813,60,No
CUST01311,34,128244,767923,541,60,No
CUST01312,24,92467,757424,686,12,No
CUST01313,44,85994,699208,520,36,No
CUST01314,56,117389,120260,787,24,No
CUST01315,42,56278,615847,558,48,Yes
CUST01316,58,139180,786984,607,24,No
CUST01317,38,91003,763269,716,36,Yes
CUST01318,44,70249,524386,748,60,No
CUST01319,28,86625,794305,772,60,No
CUST01320,49,106389,436028,844,12,No
CUST01321,50,36443,134064,700,24,No
CUST01322,25,39334,222769,641,12,No
CUST01323,52,44726,967496,604,60,Yes
CUST01324,22,63426,486770,849,60,No
CUST01325,51,70442,490538,727,12,No
CUST01326,25,27888,964141,618,60,Yes
CUST01327,47,100851,409443,835,36,No
CUST01328,54,135350,625111,727,48,No
CUST01329,29,142739,877691,656,24,No
CUST01330,35,88470,439967,647,12,No
CUST01331,39,84759,224444,816,24,No
CUST01332,39,48891,233877,841,24,No
CUST01333,28,30393,382006,794,24,No
CUST01334,44,49182,265120,787,12,No
CUST01335,43,44391,441029,729,60,No
CUST01336,55,64526,177391,512,48,No
CUST01337,30,149228,530290,663,24,Yes
CUST01338,55,91507,397372,831,36,No
CUST01339,39,148733,840795,793,24,No
CUST01340,49,69392,772622,557,48,No
CUST01341,29,113867,627723,559,36,Yes
CUST01342,60,135215,281069,728,36,Yes
CUST01343,24,104711,722465,599,60,No
CUST01344,38,50652,73643,542,60,No
CUST01345,26,92081,463583,599,48,No
CUST01346,59,92050,108770,841,36,No
CUST01347,48,73448,454868,690,12,No
CUST01348,43,65381,517220,787,12,No
CUST01349,49,122193,485798,726,36,No
CUST01350,48,120499,989973,712,24,No
CUST01351,59,36282,200616,606,36,No
CUST01352,54,68963,119327,802,48,Yes
CUST01353,47,108729,336606,712,24,No
CUST01354,57,123991,193578,602,24,No
CUST01355,39,97596,564416,521,36,No
CUST01356,40,89762,636448,737,24,Yes
CUST01357,21,45188,325436,653,48,No
CUST01358,39,79677,238085,751,24,Yes
CUST01359,38,89625,119966,806,36,No
CUST01360,57,82156,960526,632,48,No
CUST01361,28,73916,587422,794,12,No
CUST01362,31,101238,111352,574,36,No
CUST01363,29,71843,221241,527,36,No
CUST01364,43,31385,353936,649,60,No
CUST01365,25,92353,253229,821,24,No
CUST01366,59,123648,225254,778,36,No
CUST01367,40,60580,768739,685,12,No
CUST01368,43,132913,200698,506,24,No
CUST01369,44,127079,558453,710,36,No
CUST01370,31,38424,278459,579,60,No
CUST01371,33,129216,990632,786,60,No
CUST01372,54,135896,607942,782,12,No
CUST01373,25,40278,908620,567,12,Yes
CUST01374,40,115577,430180,571,48,No
CUST01375,59,93566,850681,675,24,No
CUST01376,22,122577,904142,560,24,No
CUST01377,30,115183,287580,657,24,No
CUST01378,26,80680,774375,557,12,Yes
CUST01379,51,124265,502195,521,24,No
CUST01380,53,102748,112144,740,12,No
CUST01381,23,33683,366298,841,12,No
CUST01382,28,145599,681024,605,60,No
CUST01383,32,112896,418609,514,12,No
CUST01384,38,149360,657913,678,36,No
CUST01385,53,127341,813944,813,24,No
CUST01386,25,37989,909398,796,12,No
CUST01387,33,61943,230117,775,12,No
CUST01388,27,146140,274411,758,48,No
CUST01389,58,49264,511023,844,12,No
CUST01390,43,74756,494692,609,60,No
CUST01391,28,124799,379546,563,48,No
CUST01392,29,89987,849301,684,36,No
CUST01393,23,35780,394053,752,12,No
CUST01394,50,103694,821934,659,48,No
CUST01395,47,63088,946915,719,24,No
CUST01396,51,148087,762120,688,24,Yes
CUST01397,52,113092,160280,702,48,No
CUST01398,26,40626,200331,702,48,No
CUST01399,27,122180,985778,586,12,No
CUST01400,33,69385,259991,804,48,No
CUST01401,48,120053,573354,642,60,No
CUST01402,46,71674,548940,841,60,No
CUST01403,52,92032,342438,575,48,No
CUST01404,37,89138,571429,618,24,Yes
CUST01405,24,133830,121542,755,12,No
CUST01406,45,104244,762197,667,24,No
CUST01407,60,37626,847097,539,60,Yes
CUST01408,50,51467,357823,838,48,No
CUST01409,37,96098,410307,776,60,Yes
CUST01410,23,81414,972878,560,48,No
CUST01411,45,83006,531984,518,12,No
CUST01412,40,140959,790356,584,48,No
CUST01413,40,118811,457980,749,12,No
CUST01414,52,111517,630684,850,60,No
CUST01415,51,98695,945852,580,60,Yes
CUST01416,37,89840,669755,693,60,No
CUST01417,39,67006,114407,514,60,Yes
CUST01418,44,70727,898878,798,12,No
CUST01419,42,74882,152078,719,36,No
CUST01420,47,71041,109191,838,24,No
CUST01421,40,102664,139067,533,36,No
CUST01422,31,27583,614570,666,12,No
CUST01423,48,99455,589764,715,36,Yes
CUST01424,51,102068,73316,662,48,No
CUST01425,41,100043,152472,750,12,No
CUST01426,34,69035,570860,757,36,No
CUST01427,40,72622,507169,603,48,No
CUST01428,25,135150,941640,774,24,No
CUST01429,24,63970,651380,705,24,No
CUST01430,26,119071,935194,796,12,No
CUST01431,38,33817,643943,771,48,No
CUST01432,43,129287,130385,833,36,No
CUST01433,40,81742,745684,776,36,No
CUST01434,46,57933,705322,763,48,No
CUST01435,56,48671,973687,509,60,Yes
CUST01436,57,90431,273297,838,48,No
CUST01437,55,131028,694268,722,60,No
CUST01438,24,93454,260394,686,48,No
CUST01439,30,122836,768596,653,48,No
CUST01440,25,108090,263446,711,36,No
CUST01441,31,58612,770219,807,24,No
CUST01442,28,44655,251238,514,24,No
CUST01443,40,85838,558960,786,48,No
CUST01444,23,51475,217099,639,24,Yes
CUST01445,38,111333,627457,590,12,No
CUST01446,52,127528,70875,528,12,No
CUST01447,40,138661,116670,708,36,No
CUST01448,26,77021,930605,571,24,No
CUST01449,53,147281,176502,767,60,No
CUST01450,54,58004,570566,546,24,Yes
CUST01451,41,68160,922765,799,48,No
CUST01452,36,147617,493410,611,24,No
CUST01453,34,60985,510823,709,36,No
CUST01454,24,89272,609383,691,12,No
CUST01455,48,87240,765903,626,36,No
CUST01456,30,72578,548306,688,36,Yes
CUST01457,59,29562,932348,839,12,No
CUST01458,36,58158,629577,696,36,No
CUST01459,44,143378,901706,850,12,No
CUST01460,36,137413,513892,698,12,No
CUST01461,46,146570,317946,654,12,No
CUST01462,36,63983,270606,582,48,No
CUST01463,47,128457,85527,640,12,No
CUST01464,52,86746,822739,711,36,No
CUST01465,27,133055,218132,633,60,Yes
CUST01466,47,103920,814654,780,36,No
CUST01467,22,124873,104629,828,24,No
CUST01468,29,25403,470124,602,36,No
CUST01469,26,39526,215488,627,60,No
CUST01470,29,136012,672871,710,36,No
CUST01471,29,59167,231905,803,36,No
CUST01472,33,36062,484631,688,24,No
CUST01473,45,148831,925224,792,24,Yes
CUST01474,22,145994,635661,831,60,No
CUST01475,26,85610,257897,634,24,Yes
CUST01476,60,81217,679557,633,24,Yes
CUST01477,44,47298,644797,560,12,Yes
CUST01478,48,126365,525747,844,48,No
CUST01479,34,49975,953806,636,36,Yes
CUST01480,45,42065,502259,605,60,Yes
CUST01481,39,120251,760083,596,48,No
CUST01482,30,28771,354289,634,24,No
CUST01483,36,73449,661218,850,48,Yes
CUST01484,51,42459,963774,665,48,No
CUST01485,45,117858,493852,805,36,Yes
CUST01486,56,32700,104644,670,24,No
CUST01487,43,104478,753375,806,12,Yes
CUST01488,53,106219,449442,654,48,No
CUST01489,29,141945,636741,521,60,No
CUST01490,31,91027,566780,673,48,No
CUST01491,41,118094,606189,721,24,No
CUST01492,41,30788,184082,755,36,No
CUST01493,48,62083,996646,634,60,No
CUST01494,37,92760,378215,723,24,No
CUST01495,52,125096,208612,784,48,Yes
CUST01496,30,32152,291026,593,12,No
CUST01497,31,117531,539824,723,12,No
CUST01498,52,30346,512966,682,60,No
CUST01499,52,39744,936925,575,12,Yes
CUST01500,34,138793,347917,592,24,No
CUST01501,38,98825,984170,839,60,No
CUST01502,21,93945,854098,792,24,No
CUST01503,25,57264,855572,755,12,No
CUST01504,22,62261,764407,848,12,No
CUST01505,58,146785,161222,665,24,Yes
CUST01506,50,133881,792084,837,48,No
CUST01507,38,102883,739969,502,36,No
CUST01508,60,149635,525111,666,60,No
CUST01509,24,130061,724909,644,36,No
CUST01510,25,96716,681548,695,12,No
CUST01511,32,56467,858323,704,12,Yes
CUST01512,34,46356,457374,706,36,No
CUST01513,30,40807,363048,751,48,No
CUST01514,40,143454,768234,808,24,No
CUST01515,27,134058,435306,762,24,No
CUST01516,45,87447,331521,788,60,No
CUST01517,48,131298,436123,814,24,No
CUST01518,48,37182,92402,762,36,No
CUST01519,35,109883,769571,579,48,No
CUST01520,54,36006,354824,739,48,Yes
CUST01521,51,64373,205825,565,36,No
CUST01522,54,81063,359834,791,12,No
CUST01523,23,92294,162860,761,48,No
CUST01524,50,111619,805299,791,36,No
CUST01525,58,35717,855984,757,12,No
CUST01526,50,48534,874366,593,48,No
CUST01527,47,139918,788594,652,36,No
CUST01528,50,124267,752818,730,60,No
CUST01529,42,145338,963671,595,24,No
CUST01530,59,58989,963955,844,12,No
CUST01531,22,25766,464118,559,12,No
CUST01532,51,85314,775411,707,60,No
CUST01533,40,106067,902631,815,36,No
CUST01534,46,130465,367358,544,24,No
CUST01535,33,39668,905604,508,24,Yes
CUST01536,34,88060,730130,574,24,No
CUST01537,55,50023,140275,654,48,No
CUST01538,48,27859,172115,585,24,No
CUST01539,49,88576,544392,510,48,No
CUST01540,33,63644,647091,700,12,No
CUST01541,27,107629,938803,721,48,No
CUST01542,58,103097,816591,783,36,Yes
CUST01543,46,88714,588292,802,60,No
CUST01544,52,55396,798987,531,60,No
CUST01545,57,66399,630130,532,36,No
CUST01546,47,141541,546330,559,48,No
CUST01547,43,83762,781396,723,12,No
CUST01548,33,86504,410550,724,24,No
CUST01549,58,144153,768247,673,60,No
CUST01550,50,42191,976074,650,48,No
CUST01551,44,129329,545268,582,60,No
CUST01552,26,112432,556346,566,24,No
CUST01553,59,89511,155805,712,48,No
CUST01554,34,97984,99334,509,36,No
CUST01555,43,113726,216309,589,60,Yes
CUST01556,25,69267,501538,558,60,No
CUST01557,56,54372,559990,632,36,Yes
CUST01558,23,125937,970349,785,36,No
CUST01559,53,104205,752006,553,12,No
CUST01560,49,129724,529341,556,12,No
CUST01561,60,127518,950084,552,60,Yes
CUST01562,27,46895,710525,560,24,Yes
CUST01563,31,120466,356313,726,60,No
CUST01564,27,45223,728526,686,36,No
CUST01565,28,136227,261697,724,48,No
CUST01566,21,57154,925365,742,36,No
CUST01567,31,36171,328937,690,48,No
CUST01568,36,44871,839794,771,48,No
CUST01569,29,130089,499653,711,48,No
CUST01570,54,129150,765337,685,12,No
CUST01571,21,119060,895411,764,12,Yes
CUST01572,41,77645,859891,584,48,Yes
CUST01573,23,111530,722625,577,60,Yes
CUST01574,54,63761,489673,705,60,No
CUST01575,41,144174,410875,504,36,No
CUST01576,60,145645,203995,706,48,No
CUST01577,55,106836,876636,816,48,No
CUST01578,46,126633,256879,654,12,Yes
CUST01579,42,76117,810321,564,60,No
CUST01580,39,53014,147328,761,60,No
CUST01581,42,124227,716564,581,12,Yes
CUST01582,55,102660,321256,623,36,No
CUST01583,53,39475,817543,530,36,Yes
CUST01584,53,71461,179827,524,12,No
CUST01585,57,121581,55466,732,36,No
CUST01586,58,99133,799361,821,60,No
CUST01587,35,70919,363735,645,60,No
CUST01588,45,93113,823337,626,12,No
CUST01589,58,50238,912813,684,48,Yes
CUST01590,48,133584,482068,541,12,Yes
CUST01591,29,87423,275217,728,12,No
CUST01592,54,77789,666813,786,60,No
CUST01593,37,101585,573058,825,48,No
CUST01594,52,120907,487174,583,24,No
CUST01595,52,118211,529946,566,60,No
CUST01596,28,116025,272971,733,48,Yes
CUST01597,31,148741,636181,689,12,No
CUST01598,47,39461,176737,689,60,No
CUST01599,54,45093,173461,690,36,No
CUST01600,40,63532,559529,514,24,No
CUST01601,58,80280,101014,656,36,No
CUST01602,52,25273,178270,780,36,Yes
CUST01603,23,79732,554550,793,36,No
CUST01604,42,127413,445633,743,60,No
CUST01605,29,91160,717376,735,48,No
CUST01606,30,138553,813220,666,12,No
CUST01607,60,78690,456045,619,48,No
CUST01608,23,112876,983277,726,36,No
CUST01609,31,117695,76008,792,36,No
CUST01610,28,109399,636523,543,24,No
CUST01611,55,100609,844417,527,60,No
CUST01612,51,90881,990430,509,12,No
CUST01613,55,48559,69895,640,24,No
CUST01614,58,83226,138759,773,60,No
CUST01615,58,30896,565346,511,36,Yes
CUST01616,47,28153,951406,770,36,No
CUST01617,26,40026,154158,777,24,No
CUST01618,32,58496,855625,545,24,Yes
CUST01619,47,113946,227409,530,60,No
CUST01620,32,28561,797949,529,36,Yes
CUST01621,41,43672,482876,665,36,No
CUST01622,28,31799,262398,622,60,No
CUST01623,52,91666,838938,758,48,No
CUST01624,38,32947,383799,737,60,No
CUST01625,51,28788,477288,824,24,No
CUST01626,22,60279,630990,800,12,No
CUST01627,56,110400,873356,564,36,No
CUST01628,49,35998,937386,825,60,No
CUST01629,30,73929,616692,586,24,No
CUST01630,48,144471,632119,731,12,Yes
CUST01631,50,133707,700882,648,24,Yes
CUST01632,51,60822,676909,628,48,No
CUST01633,34,101697,931521,761,36,Yes
CUST01634,55,98804,123332,653,12,No
CUST01635,28,133855,196433,784,36,No
CUST01636,34,105012,579342,662,36,No
CUST01637,49,60784,307874,839,36,No
CUST01638,50,103579,394412,508,24,No
CUST01639,21,104794,549676,502,12,No
CUST01640,47,97848,988756,750,48,No
CUST01641,25,95601,82450,843,48,No
CUST01642,43,131532,444659,807,36,No
CUST01643,21,41353,535168,689,24,No
CUST01644,35,122405,70742,643,36,No
CUST01645,60,106951,367905,613,24,No
CUST01646,44,29822,344394,752,60,No
CUST01647,33,132626,719448,702,12,No
CUST01648,57,90578,568008,587,60,No
CUST01649,57,113103,765531,808,60,No
CUST01650,58,41809,832209,533,24,Yes
CUST01651,57,137129,289038,767,36,No
CUST01652,22,115831,760656,772,60,No
CUST01653,56,140749,525976,501,48,No
CUST01654,24,136917,388689,721,48,No
CUST01655,54,86156,569647,685,60,No
CUST01656,35,31155,341433,715,60,No
CUST01657,21,76361,254061,671,12,No
CUST01658,22,121658,286588,716,12,No
CUST01659,33,46558,395217,659,12,No
CUST01660,27,28653,553281,721,12,No
CUST01661,42,135167,312573,626,12,No
CUST01662,42,134119,107076,670,60,No
CUST01663,25,126679,679108,817,48,No
CUST01664,49,100882,180889,543,12,No
CUST01665,45,66062,983320,533,24,Yes
CUST01666,49,32181,366115,812,48,Yes
CUST01667,24,98303,104738,650,48,No
CUST01668,60,123561,481077,619,60,No
CUST01669,60,26390,525436,696,48,No
CUST01670,60,106163,156197,673,12,No
CUST01671,42,102045,251831,555,12,Yes
CUST01672,25,102710,877763,599,60,No
CUST01673,53,58591,422654,715,48,No
CUST01674,49,49369,304963,570,12,Yes
CUST01675,40,101614,507019,762,36,No
CUST01676,55,126645,202698,575,48,No
CUST01677,42,63150,436746,504,60,No
CUST01678,30,32512,298918,759,60,No
CUST01679,48,70064,254899,602,24,No
CUST01680,42,49819,750302,743,48,No
CUST01681,42,136674,656507,789,36,No
CUST01682,47,68072,220162,553,48,No
CUST01683,23,90002,280063,501,24,No
CUST01684,50,106778,273491,622,48,No
CUST01685,42,130810,826031,692,24,No
CUST01686,21,72555,60372,537,36,Yes
CUST01687,28,43664,354691,725,24,No
CUST01688,44,30754,81127,601,24,No
CUST01689,35,141048,324725,589,36,No
CUST01690,36,48401,255507,511,24,No
CUST01691,27,27751,921834,846,24,No
CUST01692,28,69352,270449,656,48,No
CUST01693,44,111626,229683,769,60,No
CUST01694,25,40531,201448,566,24,No
CUST01695,45,116010,442435,662,60,No
CUST01696,36,145719,98439,815,60,No
CUST01697,55,63559,877942,576,36,No
CUST01698,38,139406,182601,760,60,No
CUST01699,34,120328,135362,740,60,Yes
CUST01700,53,75871,837803,830,60,No
CUST01701,54,85852,237693,664,36,No
CUST01702,51,118801,568827,742,36,No
CUST01703,58,110162,88382,606,24,No
CUST01704,49,138137,295770,702,24,No
CUST01705,45,99890,214845,691,36,No
CUST01706,29,123516,138109,651,48,No
CUST01707,35,101541,93141,738,60,No
CUST01708,48,84133,540262,721,48,No
CUST01709,52,66552,336281,695,12,No
CUST01710,35,59815,726703,538,36,Yes
CUST01711,39,135441,576138,762,60,No
CUST01712,38,146452,288804,550,12,Yes
CUST01713,23,96568,260036,670,24,No
CUST01714,37,64677,831410,849,36,No
CUST01715,59,43070,946531,778,36,Yes
CUST01716,40,61942,912253,677,48,No
CUST01717,58,124327,737140,506,48,No
CUST01718,30,138438,466814,616,24,No
CUST01719,34,87185,295076,764,60,No
CUST01720,50,119700,903957,736,36,No
CUST01721,41,135860,246971,719,48,No
CUST01722,49,136797,635573,515,36,No
CUST01723,29,65051,823644,504,48,No
CUST01724,43,69541,286444,714,48,No
CUST01725,46,124987,866466,775,36,No
CUST01726,22,99393,873507,516,24,No
CUST01727,42,99473,710434,808,60,No
CUST01728,46,74980,264124,700,12,No
CUST01729,33,87230,163915,668,60,No
CUST01730,40,37221,229750,553,60,No
CUST01731,59,89043,78142,595,24,Yes
CUST01732,45,62200,265893,619,36,No
CUST01733,25,84593,110244,688,60,Yes
CUST01734,41,137683,480819,700,24,No
CUST01735,29,95313,488738,744,12,No
CUST01736,34,42030,962732,605,36,Yes
CUST01737,51,45811,683035,794,36,No
CUST01738,53,118948,768102,734,36,No
CUST01739,30,83422,117077,704,60,No
CUST01740,54,68108,646879,751,48,No
CUST01741,23,121638,145528,647,48,No
CUST01742,40,76260,692805,589,48,No
CUST01743,60,121107,503065,734,48,No
CUST01744,32,116556,646236,548,48,No
CUST01745,23,56417,978557,580,36,Yes
CUST01746,55,63258,749040,534,24,No
CUST01747,47,124858,629677,562,36,Yes
CUST01748,27,91112,853774,666,48,No
CUST01749,37,52180,580647,522,48,No
CUST01750,50,74958,410351,704,24,No
CUST01751,21,57847,170253,569,36,No
CUST01752,50,88538,533767,534,12,No
CUST01753,36,118530,508986,571,48,No
CUST01754,31,47359,929226,509,60,Yes
CUST01755,39,41272,610625,700,24,Yes
CUST01756,21,113785,336525,578,48,No
CUST01757,34,118639,86118,845,60,No
CUST01758,24,134641,715625,767,12,No
CUST01759,40,83194,104961,806,12,Yes
CUST01760,45,125547,261537,627,36,No
CUST01761,33,36978,66817,715,12,No
CUST01762,42,132548,251485,848,12,No
CUST01763,27,129454,925964,840,24,No
CUST01764,23,79484,587395,555,36,No
CUST01765,33,106877,267180,777,48,No
CUST01766,28,55462,274164,554,36,No
CUST01767,21,77709,735761,661,12,No
CUST01768,50,53848,119223,836,36,No
CUST01769,44,30759,120601,611,48,No
CUST01770,59,90480,156759,774,60,No
CUST01771,27,103625,390110,823,48,No
CUST01772,29,68522,233847,825,36,No
CUST01773,51,33849,401383,509,60,No
CUST01774,49,75118,585849,827,24,No
CUST01775,21,55488,72243,815,12,No
CUST01776,48,124253,305376,817,12,Yes
CUST01777,44,90369,361023,603,24,No
CUST01778,23,56203,810541,806,48,No
CUST01779,42,42598,341636,662,12,No
CUST01780,47,109940,902188,647,12,No
CUST01781,42,69922,304016,605,60,Yes
CUST01782,36,130047,770738,613,60,No
CUST01783,54,67157,242461,726,12,Yes
CUST01784,52,34173,251814,526,24,No
CUST01785,29,37027,232112,803,60,No
CUST01786,34,55973,582073,540,48,Yes
CUST01787,40,46516,806729,601,24,Yes
CUST01788,59,57632,367824,646,60,No
CUST01789,33,60633,954318,746,12,No
CUST01790,44,77198,446065,585,48,No
CUST01791,53,104874,820627,721,24,No
CUST01792,51,27596,848940,695,48,No
CUST01793,40,103011,613292,578,60,No
CUST01794,37,74866,536173,656,48,No
CUST01795,56,104432,554201,536,36,No
CUST01796,51,50652,212240,597,12,Yes
CUST01797,53,120730,810579,691,48,No
CUST01798,47,148245,463820,691,48,No
CUST01799,58,34336,478644,519,12,No
CUST01800,57,46281,253663,723,36,No
CUST01801,43,91795,793575,750,36,No
CUST01802,45,146440,494638,626,24,No
CUST01803,44,107700,790880,846,12,No
CUST01804,30,59253,684845,733,24,No
CUST01805,59,100804,744791,582,12,No
CUST01806,26,109462,796176,696,48,No
CUST01807,26,92965,247995,716,24,No
CUST01808,37,115680,366900,756,60,No
CUST01809,45,101818,372939,710,12,No
CUST01810,57,126802,886274,676,24,No
CUST01811,34,146899,834639,703,36,Yes
CUST01812,31,132005,565609,500,12,Yes
CUST01813,47,93807,487090,835,36,No
CUST01814,31,48121,442850,595,24,No
CUST01815,32,90878,165593,730,60,No
CUST01816,32,51337,111847,593,24,No
CUST01817,47,82767,707286,819,12,No
CUST01818,31,35460,357364,543,48,No
CUST01819,25,69846,81107,799,24,No
CUST01820,27,26246,114022,636,12,No
CUST01821,23,37693,271321,767,12,No
CUST01822,54,124793,328749,748,48,No
CUST01823,59,81289,402898,689,36,No
CUST01824,36,148337,428756,840,48,No
CUST01825,24,71665,965488,669,12,Yes
CUST01826,46,120056,926002,571,12,No
CUST01827,54,61630,783232,627,36,No
CUST01828,51,92490,483194,838,24,Yes
CUST01829,41,27179,714563,684,12,No
CUST01830,41,113857,515888,619,60,No
CUST01831,60,129065,135321,678,48,No
CUST01832,51,111289,948734,551,48,No
CUST01833,33,118315,200115,766,60,No
CUST01834,53,29160,184072,754,12,No
CUST01835,56,139659,539478,586,48,No
CUST01836,51,111853,616931,623,24,No
CUST01837,26,38824,506018,514,24,Yes
CUST01838,41,143311,452118,643,24,No
CUST01839,51,149715,991108,843,12,No
CUST01840,55,108040,810652,751,12,No
CUST01841,42,139286,284677,794,60,Yes
CUST01842,42,74415,802293,695,60,No
CUST01843,48,130964,294703,614,36,No
CUST01844,26,39599,143469,674,60,No
CUST01845,28,100083,435600,565,36,No
CUST01846,57,121589,51760,659,12,No
CUST01847,33,136033,457000,716,36,No
CUST01848,29,93124,745984,808,60,No
CUST01849,46,26204,614441,735,36,No
CUST01850,39,134735,279537,755,48,No
CUST01851,39,44119,833349,840,12,No
CUST01852,40,90847,772049,563,36,No
CUST01853,57,87689,711732,610,48,No
CUST01854,45,32708,899566,670,24,No
CUST01855,34,136158,818247,615,12,No
CUST01856,32,137299,561185,700,36,No
CUST01857,31,27826,624559,700,36,No
CUST01858,51,70653,844520,700,48,Yes
CUST01859,39,62010,780203,599,60,No
CUST01860,29,67391,838808,797,12,No
CUST01861,40,84969,736433,583,60,No
CUST01862,51,63152,990801,574,24,No
CUST01863,33,121379,732872,504,36,No
CUST01864,57,38362,761267,575,48,Yes
CUST01865,48,114056,932544,586,12,Yes
CUST01866,51,48544,105021,560,60,No
CUST01867,58,81861,205785,821,48,No
CUST01868,28,56569,465912,750,36,No
CUST01869,32,110563,831399,692,12,No
CUST01870,45,61073,713049,834,48,No
CUST01871,28,40286,136651,562,48,No
CUST01872,53,54482,74145,800,60,No
CUST01873,51,60877,777424,548,60,No
CUST01874,51,109488,786873,722,36,No
CUST01875,27,67628,116582,775,24,No
CUST01876,22,76615,633071,774,60,No
CUST01877,54,134726,663124,775,12,No
CUST01878,34,111321,991204,560,24,No
CUST01879,32,25697,631667,728,36,No
CUST01880,29,100377,266247,834,24,Yes
CUST01881,37,136601,839649,517,12,No
CUST01882,53,64135,431219,778,24,No
CUST01883,21,57550,365201,523,60,No
CUST01884,39,111397,610046,727,24,No
CUST01885,41,93506,419221,810,60,No
CUST01886,27,111850,909584,522,24,Yes
CUST01887,30,64283,947670,610,24,No
CUST01888,34,102566,426507,642,24,No
CUST01889,48,34746,626558,630,36,Yes
CUST01890,31,77436,528221,542,36,No
CUST01891,30,95242,263660,536,36,No
CUST01892,33,118643,440219,788,60,No
CUST01893,47,132684,210947,661,48,No
CUST01894,59,57440,131290,638,12,No
CUST01895,56,78317,119163,668,12,No
CUST01896,42,126983,336526,574,24,No
CUST01897,27,74434,283020,693,12,No
CUST01898,28,48033,602049,656,60,No
CUST01899,52,37522,604654,678,60,No
CUST01900,56,60527,686975,550,12,No
CUST01901,45,48681,411940,847,60,No
CUST01902,46,87503,671082,565,36,Yes
CUST01903,53,118483,213044,836,24,No
CUST01904,57,121393,330357,527,36,No
CUST01905,36,113895,688271,714,48,No
CUST01906,43,129656,541431,757,36,No
CUST01907,48,93235,803367,617,36,No
CUST01908,26,149184,370509,708,36,No
CUST01909,26,35052,815411,622,12,Yes
CUST01910,24,36086,829521,646,60,Yes
CUST01911,21,149308,494579,846,60,No
CUST01912,29,87869,571986,763,60,No
CUST01913,46,26821,696223,597,12,Yes
CUST01914,55,123260,411822,625,60,No
CUST01915,23,104609,520445,586,60,No
CUST01916,32,34846,434880,568,60,No
CUST01917,24,80407,569577,694,24,No
CUST01918,28,69296,762049,627,60,No
CUST01919,28,63019,363710,747,36,No
CUST01920,21,121734,711836,791,48,No
CUST01921,40,146780,724206,763,12,No
CUST01922,60,136195,561984,529,36,Yes
CUST01923,50,68063,362843,681,12,Yes
CUST01924,32,77699,421754,504,12,No
